* Measurement data measured by REW V5.20.13
* Source: Umik-1  Gain: 18dB  , MICROPHONE, L, volume: 0.318. Timing signal peak level 0.0 dBFS, measurement signal peak level zero
* Format: 512k Log Swept Sine, 1 sweep at -6.0 dBFS using an acoustic timing reference
* Dated: Aug 1, 2026 4:07:08 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ZMF Blackwood right
* Measurement: Blackwood R
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 0.36621094 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
8483.642578 105.402 42.6927
8484.008789 105.400 42.6533
8484.375000 105.397 42.6288
8484.741211 105.396 42.6141
8485.107422 105.395 42.6007
8485.473633 105.394 42.5852
8485.839844 105.393 42.5725
8486.206055 105.391 42.5726
8486.572266 105.390 42.5905
8486.938477 105.392 42.6195
8487.304688 105.400 42.6409
8487.670898 105.410 42.6342
8488.037109 105.420 42.5901
8488.403320 105.426 42.5171
8488.769531 105.426 42.4385
8489.135742 105.421 42.3793
8489.501953 105.414 42.3537
8489.868164 105.409 42.3585
8490.234375 105.408 42.3766
8490.600586 105.411 42.3873
8490.966797 105.416 42.3771
8491.333008 105.420 42.3446
8491.699219 105.421 42.2988
8492.065430 105.420 42.2527
8492.431641 105.417 42.2173
8492.797852 105.413 42.1970
8493.164062 105.410 42.1893
8493.530273 105.409 42.1873
8493.896484 105.410 42.1833
8494.262695 105.411 42.1715
8494.628906 105.413 42.1496
8494.995117 105.415 42.1185
8495.361328 105.415 42.0824
8495.727539 105.413 42.0476
8496.093750 105.410 42.0212
8496.459961 105.407 42.0091
8496.826172 105.405 42.0117
8497.192383 105.405 42.0227
8497.558594 105.409 42.0294
8497.924805 105.414 42.0191
8498.291016 105.420 41.9866
8498.657227 105.423 41.9380
8499.023438 105.422 41.8882
8499.389648 105.419 41.8535
8499.755859 105.415 41.8413
8500.122070 105.414 41.8469
8500.488281 105.415 41.8565
8500.854492 105.419 41.8552
8501.220703 105.423 41.8353
8501.586914 105.427 41.7992
8501.953125 105.427 41.7568
8502.319336 105.426 41.7198
8502.685547 105.423 41.6964
8503.051758 105.420 41.6883
8503.417969 105.418 41.6904
8503.784180 105.419 41.6932
8504.150391 105.422 41.6879
8504.516602 105.424 41.6706
8504.882812 105.426 41.6447
8505.249023 105.426 41.6186
8505.615234 105.426 41.5992
8505.981445 105.426 41.5864
8506.347656 105.428 41.5729
8506.713867 105.430 41.5492
8507.080078 105.432 41.5127
8507.446289 105.431 41.4713
8507.812500 105.427 41.4401
8508.178711 105.423 41.4315
8508.544922 105.420 41.4455
8508.911133 105.421 41.4688
8509.277344 105.426 41.4823
8509.643555 105.433 41.4720
8510.009766 105.439 41.4370
8510.375977 105.443 41.3874
8510.742188 105.443 41.3373
8511.108398 105.441 41.2962
8511.474609 105.439 41.2663
8511.840820 105.436 41.2452
8512.207031 105.433 41.2306
8512.573242 105.431 41.2236
8512.939453 105.429 41.2260
8513.305664 105.428 41.2370
8513.671875 105.430 41.2493
8514.038086 105.435 41.2518
8514.404297 105.441 41.2349
8514.770508 105.446 41.1967
8515.136719 105.449 41.1448
8515.502930 105.449 41.0922
8515.869141 105.446 41.0505
8516.235352 105.444 41.0234
8516.601562 105.441 41.0060
8516.967773 105.440 40.9898
8517.333984 105.440 40.9704
8517.700195 105.438 40.9507
8518.066406 105.436 40.9384
8518.432617 105.434 40.9380
8518.798828 105.434 40.9455
8519.165039 105.437 40.9492
8519.531250 105.441 40.9372
8519.897461 105.445 40.9061
8520.263672 105.446 40.8642
8520.629883 105.445 40.8259
8520.996094 105.442 40.8022
8521.362305 105.440 40.7936
8521.728516 105.440 40.7907
8522.094727 105.441 40.7817
8522.460938 105.443 40.7611
8522.827148 105.444 40.7328
8523.193359 105.443 40.7063
8523.559570 105.441 40.6892
8523.925781 105.440 40.6825
8524.291992 105.441 40.6801
8524.658203 105.444 40.6734
8525.024414 105.448 40.6563
8525.390625 105.451 40.6271
8525.756836 105.454 40.5887
8526.123047 105.455 40.5461
8526.489258 105.454 40.5062
8526.855469 105.452 40.4757
8527.221680 105.449 40.4599
8527.587891 105.447 40.4598
8527.954102 105.448 40.4693
8528.320312 105.451 40.4756
8528.686523 105.457 40.4644
8529.052734 105.463 40.4276
8529.418945 105.466 40.3698
8529.785156 105.465 40.3084
8530.151367 105.459 40.2661
8530.517578 105.453 40.2575
8530.883789 105.449 40.2801
8531.250000 105.450 40.3127
8531.616211 105.457 40.3269
8531.982422 105.466 40.3032
8532.348633 105.472 40.2429
8532.714844 105.472 40.1677
8533.081055 105.466 40.1070
8533.447266 105.458 40.0811
8533.813477 105.452 40.0909
8534.179688 105.450 40.1192
8534.545898 105.453 40.1425
8534.912109 105.459 40.1442
8535.278320 105.465 40.1211
8535.644531 105.469 40.0809
8536.010742 105.471 40.0350
8536.376953 105.470 39.9915
8536.743164 105.469 39.9539
8537.109375 105.468 39.9224
8537.475586 105.466 39.8963
8537.841797 105.464 39.8750
8538.208008 105.462 39.8582
8538.574219 105.460 39.8465
8538.940430 105.459 39.8409
8539.306641 105.458 39.8423
8539.672852 105.460 39.8481
8540.039062 105.464 39.8513
8540.405273 105.470 39.8409
8540.771484 105.477 39.8081
8541.137695 105.482 39.7521
8541.503906 105.484 39.6827
8541.870117 105.481 39.6172
8542.236328 105.475 39.5719
8542.602539 105.469 39.5546
8542.968750 105.465 39.5612
8543.334961 105.464 39.5790
8543.701172 105.466 39.5929
8544.067383 105.471 39.5916
8544.433594 105.476 39.5717
8544.799805 105.479 39.5377
8545.166016 105.480 39.4998
8545.532227 105.479 39.4688
8545.898438 105.478 39.4503
8546.264648 105.477 39.4416
8546.630859 105.479 39.4328
8546.997070 105.481 39.4130
8547.363281 105.483 39.3783
8547.729492 105.483 39.3359
8548.095703 105.479 39.3001
8548.461914 105.474 39.2824
8548.828125 105.471 39.2838
8549.194336 105.470 39.2943
8549.560547 105.472 39.2998
8549.926758 105.475 39.2918
8550.292969 105.477 39.2715
8550.659180 105.480 39.2454
8551.025391 105.481 39.2184
8551.391602 105.483 39.1896
8551.757812 105.485 39.1547
8552.124023 105.485 39.1125
8552.490234 105.484 39.0687
8552.856445 105.481 39.0335
8553.222656 105.476 39.0150
8553.588867 105.473 39.0143
8553.955078 105.471 39.0254
8554.321289 105.472 39.0397
8554.687500 105.475 39.0497
8555.053711 105.480 39.0494
8555.419922 105.486 39.0343
8555.786133 105.491 39.0012
8556.152344 105.495 38.9521
8556.518555 105.494 38.8972
8556.884766 105.491 38.8524
8557.250977 105.485 38.8310
8557.617188 105.481 38.8346
8557.983398 105.480 38.8504
8558.349609 105.482 38.8588
8558.715820 105.486 38.8470
8559.082031 105.489 38.8171
8559.448242 105.489 38.7838
8559.814453 105.487 38.7616
8560.180664 105.486 38.7533
8560.546875 105.488 38.7475
8560.913086 105.492 38.7284
8561.279297 105.496 38.6884
8561.645508 105.496 38.6353
8562.011719 105.493 38.5872
8562.377930 105.489 38.5598
8562.744141 105.485 38.5562
8563.110352 105.484 38.5656
8563.476562 105.486 38.5711
8563.842773 105.490 38.5607
8564.208984 105.493 38.5333
8564.575195 105.494 38.4972
8564.941406 105.493 38.4641
8565.307617 105.491 38.4420
8565.673828 105.489 38.4326
8566.040039 105.488 38.4313
8566.406250 105.489 38.4302
8566.772461 105.491 38.4225
8567.138672 105.493 38.4048
8567.504883 105.494 38.3792
8567.871094 105.494 38.3516
8568.237305 105.493 38.3281
8568.603516 105.492 38.3112
8568.969727 105.491 38.2978
8569.335938 105.491 38.2821
8569.702148 105.492 38.2605
8570.068359 105.492 38.2349
8570.434570 105.490 38.2117
8570.800781 105.488 38.1969
8571.166992 105.488 38.1903
8571.533203 105.488 38.1850
8571.899414 105.491 38.1723
8572.265625 105.493 38.1481
8572.631836 105.494 38.1167
8572.998047 105.493 38.0877
8573.364258 105.491 38.0701
8573.730469 105.490 38.0655
8574.096680 105.491 38.0675
8574.462891 105.494 38.0661
8574.829102 105.498 38.0532
8575.195312 105.502 38.0269
8575.561523 105.504 37.9911
8575.927734 105.505 37.9529
8576.293945 105.504 37.9190
8576.660156 105.503 37.8933
8577.026367 105.501 37.8758
8577.392578 105.500 37.8629
8577.758789 105.501 37.8498
8578.125000 105.501 37.8327
8578.491211 105.501 37.8117
8578.857422 105.501 37.7906
8579.223633 105.500 37.7734
8579.589844 105.500 37.7601
8579.956055 105.502 37.7450
8580.322266 105.504 37.7199
8580.688477 105.505 37.6811
8581.054688 105.504 37.6342
8581.420898 105.501 37.5930
8581.787109 105.495 37.5717
8582.153320 105.490 37.5757
8582.519531 105.488 37.5969
8582.885742 105.490 37.6178
8583.251953 105.495 37.6220
8583.618164 105.501 37.6029
8583.984375 105.505 37.5665
8584.350586 105.507 37.5257
8584.716797 105.506 37.4921
8585.083008 105.506 37.4698
8585.449219 105.506 37.4552
8585.815430 105.507 37.4412
8586.181641 105.508 37.4232
8586.547852 105.509 37.4012
8586.914062 105.510 37.3789
8587.280273 105.510 37.3607
8587.646484 105.511 37.3470
8588.012695 105.513 37.3344
8588.378906 105.516 37.3166
8588.745117 105.519 37.2889
8589.111328 105.521 37.2515
8589.477539 105.521 37.2109
8589.843750 105.520 37.1767
8590.209961 105.517 37.1562
8590.576172 105.516 37.1493
8590.942383 105.517 37.1476
8591.308594 105.521 37.1387
8591.674805 105.525 37.1138
8592.041016 105.528 37.0736
8592.407227 105.529 37.0277
8592.773438 105.527 36.9892
8593.139648 105.525 36.9664
8593.505859 105.523 36.9584
8593.872070 105.523 36.9564
8594.238281 105.525 36.9498
8594.604492 105.528 36.9332
8594.970703 105.530 36.9086
8595.336914 105.530 36.8831
8595.703125 105.530 36.8627
8596.069336 105.530 36.8492
8596.435547 105.530 36.8394
8596.801758 105.531 36.8284
8597.167969 105.532 36.8139
8597.534180 105.532 36.7972
8597.900391 105.532 36.7824
8598.266602 105.532 36.7727
8598.632812 105.532 36.7676
8598.999023 105.533 36.7629
8599.365234 105.536 36.7525
8599.731445 105.538 36.7325
8600.097656 105.540 36.7032
8600.463867 105.541 36.6692
8600.830078 105.540 36.6372
8601.196289 105.538 36.6125
8601.562500 105.536 36.5966
8601.928711 105.534 36.5873
8602.294922 105.534 36.5797
8602.661133 105.535 36.5695
8603.027344 105.536 36.5548
8603.393555 105.537 36.5362
8603.759766 105.537 36.5162
8604.125977 105.537 36.4972
8604.492188 105.537 36.4799
8604.858398 105.538 36.4636
8605.224609 105.538 36.4470
8605.590820 105.538 36.4297
8605.957031 105.538 36.4135
8606.323242 105.538 36.4007
8606.689453 105.538 36.3920
8607.055664 105.540 36.3846
8607.421875 105.542 36.3725
8607.788086 105.545 36.3501
8608.154297 105.546 36.3167
8608.520508 105.546 36.2782
8608.886719 105.543 36.2453
8609.252930 105.539 36.2267
8609.619141 105.536 36.2239
8609.985352 105.534 36.2301
8610.351562 105.535 36.2353
8610.717773 105.536 36.2328
8611.083984 105.538 36.2231
8611.450195 105.539 36.2110
8611.816406 105.541 36.1999
8612.182617 105.543 36.1870
8612.548828 105.546 36.1657
8612.915039 105.549 36.1316
8613.281250 105.551 36.0879
8613.647461 105.550 36.0450
8614.013672 105.547 36.0132
8614.379883 105.545 35.9951
8614.746094 105.545 35.9839
8615.112305 105.545 35.9692
8615.478516 105.546 35.9455
8615.844727 105.546 35.9167
8616.210938 105.545 35.8921
8616.577148 105.543 35.8786
8616.943359 105.543 35.8745
8617.309570 105.544 35.8713
8617.675781 105.547 35.8608
8618.041992 105.549 35.8412
8618.408203 105.550 35.8179
8618.774414 105.551 35.7984
8619.140625 105.551 35.7853
8619.506836 105.553 35.7745
8619.873047 105.556 35.7590
8620.239258 105.559 35.7338
8620.605469 105.561 35.6995
8620.971680 105.561 35.6608
8621.337891 105.560 35.6237
8621.704102 105.558 35.5931
8622.070312 105.555 35.5723
8622.436523 105.552 35.5628
8622.802734 105.550 35.5637
8623.168945 105.550 35.5699
8623.535156 105.553 35.5733
8623.901367 105.557 35.5651
8624.267578 105.561 35.5412
8624.633789 105.564 35.5040
8625.000000 105.565 35.4611
8625.366211 105.564 35.4203
8625.732422 105.562 35.3857
8626.098633 105.560 35.3571
8626.464844 105.558 35.3335
8626.831055 105.555 35.3150
8627.197266 105.552 35.3043
8627.563477 105.549 35.3030
8627.929688 105.549 35.3089
8628.295898 105.550 35.3151
8628.662109 105.552 35.3133
8629.028320 105.556 35.2982
8629.394531 105.558 35.2708
8629.760742 105.559 35.2375
8630.126953 105.558 35.2071
8630.493164 105.557 35.1862
8630.859375 105.555 35.1759
8631.225586 105.556 35.1719
8631.591797 105.558 35.1658
8631.958008 105.561 35.1497
8632.324219 105.565 35.1194
8632.690430 105.568 35.0771
8633.056641 105.568 35.0298
8633.422852 105.567 34.9860
8633.789062 105.565 34.9517
8634.155273 105.563 34.9281
8634.521484 105.562 34.9127
8634.887695 105.562 34.9014
8635.253906 105.563 34.8911
8635.620117 105.566 34.8795
8635.986328 105.569 34.8638
8636.352539 105.573 34.8404
8636.718750 105.577 34.8059
8637.084961 105.581 34.7604
8637.451172 105.582 34.7090
8637.817383 105.580 34.6605
8638.183594 105.577 34.6234
8638.549805 105.573 34.6028
8638.916016 105.570 34.5979
8639.282227 105.568 34.6033
8639.648438 105.568 34.6118
8640.014648 105.569 34.6168
8640.380859 105.572 34.6144
8640.747070 105.574 34.6035
8641.113281 105.575 34.5871
8641.479492 105.575 34.5707
8641.845703 105.574 34.5603
8642.211914 105.573 34.5587
8642.578125 105.574 34.5627
8642.944336 105.576 34.5642
8643.310547 105.580 34.5539
8643.676758 105.584 34.5276
8644.042969 105.586 34.4893
8644.409180 105.585 34.4492
8644.775391 105.582 34.4184
8645.141602 105.579 34.4025
8645.507812 105.577 34.3997
8645.874023 105.577 34.4024
8646.240234 105.579 34.4021
8646.606445 105.582 34.3937
8646.972656 105.585 34.3758
8647.338867 105.588 34.3498
8647.705078 105.591 34.3176
8648.071289 105.593 34.2810
8648.437500 105.594 34.2419
8648.803711 105.594 34.2032
8649.169922 105.593 34.1689
8649.536133 105.591 34.1420
8649.902344 105.589 34.1231
8650.268555 105.588 34.1102
8650.634766 105.587 34.0992
8651.000977 105.588 34.0867
8651.367188 105.588 34.0710
8651.733398 105.588 34.0531
8652.099609 105.588 34.0351
8652.465820 105.587 34.0190
8652.832031 105.586 34.0056
8653.198242 105.586 33.9937
8653.564453 105.586 33.9814
8653.930664 105.586 33.9672
8654.296875 105.586 33.9511
8654.663086 105.586 33.9342
8655.029297 105.585 33.9185
8655.395508 105.585 33.9053
8655.761719 105.586 33.8936
8656.127930 105.587 33.8807
8656.494141 105.590 33.8626
8656.860352 105.592 33.8366
8657.226562 105.594 33.8032
8657.592773 105.595 33.7664
8657.958984 105.594 33.7326
8658.325195 105.593 33.7065
8658.691406 105.592 33.6895
8659.057617 105.592 33.6783
8659.423828 105.594 33.6676
8659.790039 105.596 33.6536
8660.156250 105.598 33.6358
8660.522461 105.600 33.6169
8660.888672 105.601 33.5988
8661.254883 105.604 33.5805
8661.621094 105.606 33.5579
8661.987305 105.609 33.5266
8662.353516 105.610 33.4869
8662.719727 105.609 33.4452
8663.085938 105.605 33.4118
8663.452148 105.601 33.3956
8663.818359 105.596 33.3986
8664.184570 105.595 33.4139
8664.550781 105.596 33.4290
8664.916992 105.599 33.4309
8665.283203 105.603 33.4128
8665.649414 105.606 33.3764
8666.015625 105.607 33.3307
8666.381836 105.604 33.2877
8666.748047 105.600 33.2574
8667.114258 105.596 33.2436
8667.480469 105.594 33.2427
8667.846680 105.593 33.2455
8668.212891 105.595 33.2417
8668.579102 105.598 33.2248
8668.945312 105.601 33.1945
8669.311523 105.602 33.1566
8669.677734 105.602 33.1197
8670.043945 105.600 33.0905
8670.410156 105.599 33.0713
8670.776367 105.598 33.0595
8671.142578 105.598 33.0504
8671.508789 105.600 33.0392
8671.875000 105.601 33.0239
8672.241211 105.603 33.0046
8672.607422 105.604 32.9828
8672.973633 105.605 32.9601
8673.339844 105.606 32.9373
8673.706055 105.606 32.9151
8674.072266 105.606 32.8936
8674.438477 105.606 32.8730
8674.804688 105.606 32.8527
8675.170898 105.606 32.8317
8675.537109 105.606 32.8086
8675.903320 105.605 32.7835
8676.269531 105.603 32.7588
8676.635742 105.600 32.7392
8677.001953 105.597 32.7304
8677.368164 105.594 32.7355
8677.734375 105.594 32.7512
8678.100586 105.596 32.7680
8678.466797 105.602 32.7729
8678.833008 105.609 32.7557
8679.199219 105.614 32.7151
8679.565430 105.617 32.6599
8679.931641 105.617 32.6052
8680.297852 105.614 32.5642
8680.664062 105.610 32.5418
8681.030273 105.608 32.5333
8681.396484 105.607 32.5287
8681.762695 105.607 32.5208
8682.128906 105.608 32.5093
8682.495117 105.607 32.4999
8682.861328 105.607 32.4976
8683.227539 105.608 32.5004
8683.593750 105.611 32.4986
8683.959961 105.616 32.4804
8684.326172 105.620 32.4410
8684.692383 105.621 32.3880
8685.058594 105.618 32.3381
8685.424805 105.612 32.3081
8685.791016 105.606 32.3043
8686.157227 105.604 32.3179
8686.523438 105.605 32.3312
8686.889648 105.608 32.3281
8687.255859 105.611 32.3047
8687.622070 105.612 32.2703
8687.988281 105.611 32.2399
8688.354492 105.609 32.2235
8688.720703 105.609 32.2193
8689.086914 105.611 32.2151
8689.453125 105.615 32.1975
8689.819336 105.618 32.1619
8690.185547 105.619 32.1147
8690.551758 105.617 32.0698
8690.917969 105.614 32.0391
8691.284180 105.610 32.0262
8691.650391 105.608 32.0258
8692.016602 105.608 32.0284
8692.382812 105.609 32.0264
8692.749023 105.611 32.0174
8693.115234 105.613 32.0029
8693.481445 105.615 31.9852
8693.847656 105.617 31.9651
8694.213867 105.619 31.9417
8694.580078 105.620 31.9147
8694.946289 105.621 31.8851
8695.312500 105.621 31.8547
8695.678711 105.620 31.8249
8696.044922 105.619 31.7963
8696.411133 105.617 31.7698
8696.777344 105.614 31.7482
8697.143555 105.611 31.7355
8697.509766 105.608 31.7345
8697.875977 105.606 31.7436
8698.242188 105.607 31.7555
8698.608398 105.611 31.7599
8698.974609 105.615 31.7488
8699.340820 105.619 31.7210
8699.707031 105.621 31.6830
8700.073242 105.621 31.6451
8700.439453 105.620 31.6153
8700.805664 105.619 31.5953
8701.171875 105.618 31.5807
8701.538086 105.619 31.5648
8701.904297 105.619 31.5436
8702.270508 105.620 31.5182
8702.636719 105.619 31.4929
8703.002930 105.618 31.4725
8703.369141 105.617 31.4588
8703.735352 105.617 31.4501
8704.101562 105.618 31.4424
8704.467773 105.620 31.4313
8704.833984 105.623 31.4141
8705.200195 105.626 31.3893
8705.566406 105.628 31.3581
8705.932617 105.629 31.3238
8706.298828 105.628 31.2918
8706.665039 105.627 31.2677
8707.031250 105.626 31.2536
8707.397461 105.626 31.2462
8707.763672 105.628 31.2364
8708.129883 105.631 31.2145
8708.496094 105.633 31.1766
8708.862305 105.633 31.1286
8709.228516 105.630 31.0855
8709.594727 105.624 31.0634
8709.960938 105.619 31.0699
8710.327148 105.616 31.0979
8710.693359 105.619 31.1281
8711.059570 105.626 31.1385
8711.425781 105.634 31.1169
8711.791992 105.641 31.0664
8712.158203 105.643 31.0037
8712.524414 105.641 30.9480
8712.890625 105.637 30.9109
8713.256836 105.634 30.8917
8713.623047 105.632 30.8806
8713.989258 105.631 30.8682
8714.355469 105.630 30.8516
8714.721680 105.629 30.8361
8715.087891 105.627 30.8291
8715.454102 105.626 30.8329
8715.820312 105.627 30.8416
8716.186523 105.630 30.8438
8716.552734 105.635 30.8302
8716.918945 105.639 30.7986
8717.285156 105.641 30.7557
8717.651367 105.640 30.7130
8718.017578 105.637 30.6805
8718.383789 105.634 30.6630
8718.750000 105.631 30.6584
8719.116211 105.631 30.6607
8719.482422 105.632 30.6620
8719.848633 105.634 30.6559
8720.214844 105.637 30.6386
8720.581055 105.640 30.6104
8720.947266 105.642 30.5752
8721.313477 105.641 30.5400
8721.679688 105.640 30.5121
8722.045898 105.639 30.4950
8722.412109 105.639 30.4860
8722.778320 105.640 30.4767
8723.144531 105.643 30.4575
8723.510742 105.646 30.4236
8723.876953 105.647 30.3792
8724.243164 105.646 30.3365
8724.609375 105.642 30.3087
8724.975586 105.639 30.3018
8725.341797 105.638 30.3091
8725.708008 105.641 30.3143
8726.074219 105.645 30.3004
8726.440430 105.650 30.2605
8726.806641 105.651 30.2039
8727.172852 105.647 30.1509
8727.539062 105.641 30.1222
8727.905273 105.634 30.1251
8728.271484 105.632 30.1493
8728.637695 105.635 30.1718
8729.003906 105.641 30.1707
8729.370117 105.647 30.1378
8729.736328 105.649 30.0834
8730.102539 105.648 30.0284
8730.468750 105.643 29.9923
8730.834961 105.639 29.9816
8731.201172 105.637 29.9875
8731.567383 105.638 29.9934
8731.933594 105.642 29.9854
8732.299805 105.646 29.9601
8732.666016 105.648 29.9244
8733.032227 105.648 29.8893
8733.398438 105.647 29.8621
8733.764648 105.647 29.8433
8734.130859 105.647 29.8286
8734.497070 105.647 29.8144
8734.863281 105.648 29.8006
8735.229492 105.648 29.7899
8735.595703 105.649 29.7836
8735.961914 105.652 29.7793
8736.328125 105.655 29.7701
8736.694336 105.660 29.7487
8737.060547 105.664 29.7128
8737.426758 105.666 29.6667
8737.792969 105.665 29.6201
8738.159180 105.663 29.5831
8738.525391 105.659 29.5616
8738.891602 105.656 29.5543
8739.257812 105.655 29.5543
8739.624023 105.656 29.5533
8739.990234 105.657 29.5455
8740.356445 105.659 29.5297
8740.722656 105.661 29.5086
8741.088867 105.662 29.4851
8741.455078 105.663 29.4601
8741.821289 105.664 29.4324
8742.187500 105.664 29.4006
8742.553711 105.664 29.3661
8742.919922 105.662 29.3336
8743.286133 105.659 29.3083
8743.652344 105.657 29.2922
8744.018555 105.656 29.2818
8744.384766 105.655 29.2704
8744.750977 105.656 29.2529
8745.117188 105.655 29.2302
8745.483398 105.654 29.2092
8745.849609 105.652 29.1978
8746.215820 105.650 29.1993
8746.582031 105.650 29.2089
8746.948242 105.653 29.2161
8747.314453 105.658 29.2108
8747.680664 105.663 29.1887
8748.046875 105.667 29.1531
8748.413086 105.669 29.1117
8748.779297 105.670 29.0719
8749.145508 105.669 29.0374
8749.511719 105.668 29.0077
8749.877930 105.667 28.9809
8750.244141 105.665 28.9563
8750.610352 105.664 28.9356
8750.976562 105.661 28.9216
8751.342773 105.660 28.9158
8751.708984 105.659 28.9159
8752.075195 105.660 28.9162
8752.441406 105.663 28.9091
8752.807617 105.667 28.8890
8753.173828 105.670 28.8552
8753.540039 105.672 28.8120
8753.906250 105.672 28.7663
8754.272461 105.670 28.7244
8754.638672 105.668 28.6884
8755.004883 105.667 28.6566
8755.371094 105.665 28.6259
8755.737305 105.664 28.5943
8756.103516 105.662 28.5630
8756.469727 105.660 28.5350
8756.835938 105.658 28.5123
8757.202148 105.657 28.4944
8757.568359 105.656 28.4785
8757.934570 105.657 28.4608
8758.300781 105.658 28.4395
8758.666992 105.659 28.4155
8759.033203 105.660 28.3917
8759.399414 105.661 28.3709
8759.765625 105.663 28.3537
8760.131836 105.665 28.3379
8760.498047 105.668 28.3194
8760.864258 105.671 28.2945
8761.230469 105.674 28.2620
8761.596680 105.675 28.2255
8761.962891 105.675 28.1922
8762.329102 105.673 28.1704
8762.695312 105.670 28.1651
8763.061523 105.670 28.1750
8763.427734 105.671 28.1919
8763.793945 105.675 28.2050
8764.160156 105.680 28.2052
8764.526367 105.686 28.1897
8764.892578 105.690 28.1620
8765.258789 105.693 28.1295
8765.625000 105.694 28.0979
8765.991211 105.694 28.0695
8766.357422 105.693 28.0430
8766.723633 105.692 28.0164
8767.089844 105.691 27.9906
8767.456055 105.688 27.9692
8767.822266 105.684 27.9562
8768.188477 105.681 27.9524
8768.554688 105.680 27.9535
8768.920898 105.680 27.9518
8769.287109 105.681 27.9407
8769.653320 105.682 27.9182
8770.019531 105.681 27.8885
8770.385742 105.679 27.8590
8770.751953 105.675 27.8363
8771.118164 105.672 27.8233
8771.484375 105.669 27.8182
8771.850586 105.668 27.8168
8772.216797 105.668 27.8140
8772.583008 105.669 27.8057
8772.949219 105.670 27.7892
8773.315430 105.672 27.7632
8773.681641 105.673 27.7289
8774.047852 105.673 27.6906
8774.414062 105.671 27.6542
8774.780273 105.668 27.6257
8775.146484 105.665 27.6077
8775.512695 105.663 27.5981
8775.878906 105.662 27.5927
8776.245117 105.662 27.5870
8776.611328 105.663 27.5791
8776.977539 105.664 27.5693
8777.343750 105.666 27.5576
8777.709961 105.669 27.5417
8778.076172 105.672 27.5176
8778.442383 105.676 27.4823
8778.808594 105.678 27.4369
8779.174805 105.678 27.3875
8779.541016 105.676 27.3423
8779.907227 105.673 27.3085
8780.273438 105.669 27.2875
8780.639648 105.667 27.2757
8781.005859 105.666 27.2668
8781.372070 105.666 27.2558
8781.738281 105.666 27.2419
8782.104492 105.666 27.2280
8782.470703 105.666 27.2184
8782.836914 105.667 27.2141
8783.203125 105.669 27.2119
8783.569336 105.673 27.2046
8783.935547 105.678 27.1854
8784.301758 105.682 27.1520
8784.667969 105.685 27.1091
8785.034180 105.685 27.0667
8785.400391 105.683 27.0344
8785.766602 105.681 27.0175
8786.132812 105.679 27.0130
8786.499023 105.680 27.0126
8786.865234 105.682 27.0074
8787.231445 105.684 26.9930
8787.597656 105.685 26.9714
8787.963867 105.685 26.9494
8788.330078 105.684 26.9337
8788.696289 105.683 26.9269
8789.062500 105.683 26.9253
8789.428711 105.685 26.9210
8789.794922 105.688 26.9057
8790.161133 105.691 26.8756
8790.527344 105.692 26.8337
8790.893555 105.691 26.7889
8791.259766 105.688 26.7506
8791.625977 105.684 26.7242
8791.992188 105.681 26.7076
8792.358398 105.680 26.6940
8792.724609 105.679 26.6768
8793.090820 105.677 26.6558
8793.457031 105.676 26.6371
8793.823242 105.674 26.6281
8794.189453 105.673 26.6298
8794.555664 105.676 26.6335
8794.921875 105.681 26.6244
8795.288086 105.687 26.5910
8795.654297 105.691 26.5339
8796.020508 105.692 26.4667
8796.386719 105.688 26.4084
8796.752930 105.682 26.3730
8797.119141 105.677 26.3616
8797.485352 105.674 26.3636
8797.851562 105.674 26.3650
8798.217773 105.675 26.3572
8798.583984 105.675 26.3411
8798.950195 105.675 26.3232
8799.316406 105.674 26.3098
8799.682617 105.674 26.3010
8800.048828 105.674 26.2922
8800.415039 105.676 26.2773
8800.781250 105.677 26.2540
8801.147461 105.677 26.2242
8801.513672 105.677 26.1926
8801.879883 105.676 26.1628
8802.246094 105.675 26.1358
8802.612305 105.673 26.1102
8802.978516 105.672 26.0848
8803.344727 105.670 26.0594
8803.710938 105.669 26.0358
8804.077148 105.667 26.0157
8804.443359 105.665 26.0006
8804.809570 105.665 25.9901
8805.175781 105.665 25.9827
8805.541992 105.666 25.9755
8805.908203 105.668 25.9655
8806.274414 105.671 25.9500
8806.640625 105.674 25.9276
8807.006836 105.676 25.8998
8807.373047 105.678 25.8700
8807.739258 105.679 25.8419
8808.105469 105.679 25.8180
8808.471680 105.680 25.7975
8808.837891 105.680 25.7775
8809.204102 105.681 25.7560
8809.570312 105.681 25.7344
8809.936523 105.679 25.7175
8810.302734 105.678 25.7112
8810.668945 105.678 25.7159
8811.035156 105.680 25.7247
8811.401367 105.684 25.7244
8811.767578 105.690 25.7026
8812.133789 105.695 25.6557
8812.500000 105.696 25.5925
8812.866211 105.693 25.5305
8813.232422 105.687 25.4866
8813.598633 105.680 25.4685
8813.964844 105.674 25.4709
8814.331055 105.672 25.4807
8814.697266 105.672 25.4850
8815.063477 105.673 25.4784
8815.429688 105.674 25.4639
8815.795898 105.675 25.4474
8816.162109 105.675 25.4315
8816.528320 105.677 25.4132
8816.894531 105.679 25.3873
8817.260742 105.680 25.3514
8817.626953 105.680 25.3090
8817.993164 105.678 25.2684
