* Measurement data measured by REW V5.20.13
* Source: Umik-1  Gain: 18dB  , MICROPHONE, L, volume: 0.318. Timing signal peak level 0.0 dBFS, measurement signal peak level zero
* Format: 512k Log Swept Sine, 1 sweep at -6.0 dBFS using an acoustic timing reference
* Dated: Aug 1, 2026 4:07:08 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ZMF Blackwood right
* Measurement: Blackwood R
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 0.36621094 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
2467.895508 97.215 -16.1388
2468.261719 97.214 -16.1270
2468.627930 97.214 -16.1180
2468.994141 97.215 -16.1219
2469.360352 97.216 -16.1396
2469.726562 97.213 -16.1605
2470.092773 97.209 -16.1703
2470.458984 97.205 -16.1622
2470.825195 97.203 -16.1434
2471.191406 97.205 -16.1310
2471.557617 97.208 -16.1398
2471.923828 97.209 -16.1712
2472.290039 97.207 -16.2116
2472.656250 97.202 -16.2414
2473.022461 97.196 -16.2482
2473.388672 97.191 -16.2342
2473.754883 97.189 -16.2134
2474.121094 97.190 -16.2006
2474.487305 97.192 -16.2017
2474.853516 97.192 -16.2122
2475.219727 97.192 -16.2225
2475.585938 97.190 -16.2261
2475.952148 97.189 -16.2228
2476.318359 97.189 -16.2168
2476.684570 97.189 -16.2120
2477.050781 97.189 -16.2090
2477.416992 97.190 -16.2064
2477.783203 97.190 -16.2037
2478.149414 97.191 -16.2026
2478.515625 97.192 -16.2061
2478.881836 97.192 -16.2158
2479.248047 97.192 -16.2307
2479.614258 97.190 -16.2472
2479.980469 97.187 -16.2614
2480.346680 97.183 -16.2697
2480.712891 97.179 -16.2700
2481.079102 97.174 -16.2610
2481.445312 97.171 -16.2443
2481.811523 97.170 -16.2247
2482.177734 97.171 -16.2101
2482.543945 97.173 -16.2084
2482.910156 97.175 -16.2227
2483.276367 97.176 -16.2491
2483.642578 97.175 -16.2786
2484.008789 97.172 -16.3005
2484.375000 97.169 -16.3099
2484.741211 97.167 -16.3093
2485.107422 97.167 -16.3074
2485.473633 97.168 -16.3129
2485.839844 97.169 -16.3299
2486.206055 97.170 -16.3551
2486.572266 97.169 -16.3805
2486.938477 97.166 -16.3983
2487.304688 97.164 -16.4062
2487.670898 97.162 -16.4077
2488.037109 97.161 -16.4094
2488.403320 97.161 -16.4159
2488.769531 97.160 -16.4265
2489.135742 97.158 -16.4367
2489.501953 97.156 -16.4421
2489.868164 97.154 -16.4416
2490.234375 97.152 -16.4375
2490.600586 97.150 -16.4324
2490.966797 97.148 -16.4266
2491.333008 97.147 -16.4179
2491.699219 97.147 -16.4060
2492.065430 97.148 -16.3956
2492.431641 97.151 -16.3951
2492.797852 97.154 -16.4117
2493.164062 97.155 -16.4439
2493.530273 97.154 -16.4810
2493.896484 97.149 -16.5078
2494.262695 97.144 -16.5144
2494.628906 97.139 -16.5015
2494.995117 97.138 -16.4792
2495.361328 97.139 -16.4604
2495.727539 97.141 -16.4524
2496.093750 97.143 -16.4550
2496.459961 97.144 -16.4636
2496.826172 97.145 -16.4741
2497.192383 97.145 -16.4846
2497.558594 97.144 -16.4943
2497.924805 97.143 -16.5015
2498.291016 97.140 -16.5027
2498.657227 97.139 -16.4962
2499.023438 97.138 -16.4849
2499.389648 97.138 -16.4760
2499.755859 97.140 -16.4772
2500.122070 97.140 -16.4916
2500.488281 97.139 -16.5145
2500.854492 97.136 -16.5360
2501.220703 97.131 -16.5460
2501.586914 97.126 -16.5402
2501.953125 97.123 -16.5229
2502.319336 97.122 -16.5048
2502.685547 97.123 -16.4967
2503.051758 97.124 -16.5046
2503.417969 97.125 -16.5258
2503.784180 97.123 -16.5505
2504.150391 97.120 -16.5681
2504.516602 97.117 -16.5729
2504.882812 97.115 -16.5671
2505.249023 97.114 -16.5594
2505.615234 97.116 -16.5588
2505.981445 97.117 -16.5688
2506.347656 97.118 -16.5862
2506.713867 97.118 -16.6042
2507.080078 97.116 -16.6180
2507.446289 97.115 -16.6270
2507.812500 97.113 -16.6328
2508.178711 97.111 -16.6364
2508.544922 97.109 -16.6352
2508.911133 97.107 -16.6263
2509.277344 97.106 -16.6106
2509.643555 97.107 -16.5951
2510.009766 97.110 -16.5901
2510.375977 97.113 -16.6029
2510.742188 97.115 -16.6320
2511.108398 97.114 -16.6674
2511.474609 97.110 -16.6965
2511.840820 97.106 -16.7121
2512.207031 97.101 -16.7144
2512.573242 97.098 -16.7100
2512.939453 97.096 -16.7054
2513.305664 97.096 -16.7041
2513.671875 97.095 -16.7057
2514.038086 97.096 -16.7104
2514.404297 97.097 -16.7202
2514.770508 97.098 -16.7377
2515.136719 97.097 -16.7623
2515.502930 97.096 -16.7877
2515.869141 97.092 -16.8042
2516.235352 97.088 -16.8046
2516.601562 97.086 -16.7901
2516.967773 97.085 -16.7701
2517.333984 97.088 -16.7572
2517.700195 97.091 -16.7593
2518.066406 97.093 -16.7747
2518.432617 97.092 -16.7933
2518.798828 97.090 -16.8037
2519.165039 97.088 -16.8003
2519.531250 97.087 -16.7874
2519.897461 97.089 -16.7764
2520.263672 97.092 -16.7792
2520.629883 97.095 -16.8002
2520.996094 97.095 -16.8340
2521.362305 97.093 -16.8683
2521.728516 97.088 -16.8916
2522.094727 97.084 -16.8994
2522.460938 97.080 -16.8965
2522.827148 97.078 -16.8923
2523.193359 97.077 -16.8938
2523.559570 97.076 -16.9011
2523.925781 97.075 -16.9082
2524.291992 97.073 -16.9094
2524.658203 97.071 -16.9045
2525.024414 97.072 -16.8993
2525.390625 97.073 -16.9011
2525.756836 97.074 -16.9122
2526.123047 97.074 -16.9282
2526.489258 97.073 -16.9417
2526.855469 97.071 -16.9476
2527.221680 97.069 -16.9471
2527.587891 97.068 -16.9448
2527.954102 97.068 -16.9448
2528.320312 97.067 -16.9475
2528.686523 97.066 -16.9515
2529.052734 97.066 -16.9565
2529.418945 97.064 -16.9635
2529.785156 97.063 -16.9727
2530.151367 97.060 -16.9806
2530.517578 97.057 -16.9817
2530.883789 97.055 -16.9742
2531.250000 97.055 -16.9652
2531.616211 97.057 -16.9677
2531.982422 97.059 -16.9913
2532.348633 97.059 -17.0330
2532.714844 97.055 -17.0751
2533.081055 97.049 -17.0972
2533.447266 97.042 -17.0900
2533.813477 97.040 -17.0641
2534.179688 97.042 -17.0431
2534.545898 97.046 -17.0472
2534.912109 97.050 -17.0797
2535.278320 97.050 -17.1254
2535.644531 97.046 -17.1616
2536.010742 97.040 -17.1735
2536.376953 97.036 -17.1615
2536.743164 97.034 -17.1378
2537.109375 97.035 -17.1169
2537.475586 97.038 -17.1077
2537.841797 97.040 -17.1115
2538.208008 97.042 -17.1245
2538.574219 97.043 -17.1418
2538.940430 97.042 -17.1591
2539.306641 97.041 -17.1730
2539.672852 97.039 -17.1820
2540.039062 97.037 -17.1874
2540.405273 97.036 -17.1921
2540.771484 97.034 -17.1984
2541.137695 97.032 -17.2051
2541.503906 97.030 -17.2083
2541.870117 97.028 -17.2056
2542.236328 97.027 -17.1998
2542.602539 97.028 -17.1990
2542.968750 97.030 -17.2106
2543.334961 97.031 -17.2355
2543.701172 97.029 -17.2658
2544.067383 97.026 -17.2895
2544.433594 97.022 -17.2987
2544.799805 97.018 -17.2943
2545.166016 97.017 -17.2842
2545.532227 97.017 -17.2772
2545.898438 97.017 -17.2770
2546.264648 97.018 -17.2823
2546.630859 97.018 -17.2906
2546.997070 97.018 -17.3011
2547.363281 97.018 -17.3143
2547.729492 97.018 -17.3300
2548.095703 97.016 -17.3445
2548.461914 97.014 -17.3531
2548.828125 97.011 -17.3538
2549.194336 97.010 -17.3497
2549.560547 97.010 -17.3472
2549.926758 97.011 -17.3511
2550.292969 97.012 -17.3620
2550.659180 97.012 -17.3765
2551.025391 97.011 -17.3914
2551.391602 97.011 -17.4058
2551.757812 97.010 -17.4207
2552.124023 97.008 -17.4362
2552.490234 97.006 -17.4495
2552.856445 97.004 -17.4569
2553.222656 97.002 -17.4576
2553.588867 97.000 -17.4554
2553.955078 97.000 -17.4559
2554.321289 97.000 -17.4620
2554.687500 97.000 -17.4717
2555.053711 96.998 -17.4794
2555.419922 96.997 -17.4822
2555.786133 96.997 -17.4829
2556.152344 96.997 -17.4886
2556.518555 96.998 -17.5042
2556.884766 96.997 -17.5275
2557.250977 96.995 -17.5504
2557.617188 96.991 -17.5654
2557.983398 96.988 -17.5714
2558.349609 96.986 -17.5747
2558.715820 96.985 -17.5830
2559.082031 96.984 -17.5980
2559.448242 96.981 -17.6132
2559.814453 96.977 -17.6190
2560.180664 96.974 -17.6120
2560.546875 96.974 -17.5983
2560.913086 96.975 -17.5900
2561.279297 96.978 -17.5966
2561.645508 96.980 -17.6176
2562.011719 96.980 -17.6432
2562.377930 96.978 -17.6630
2562.744141 96.976 -17.6722
2563.110352 96.975 -17.6746
2563.476562 96.975 -17.6769
2563.842773 96.974 -17.6821
2564.208984 96.973 -17.6866
2564.575195 96.971 -17.6849
2564.941406 96.970 -17.6754
2565.307617 96.971 -17.6644
2565.673828 96.973 -17.6622
2566.040039 96.976 -17.6763
2566.406250 96.976 -17.7048
2566.772461 96.974 -17.7374
2567.138672 96.970 -17.7617
2567.504883 96.965 -17.7712
2567.871094 96.961 -17.7680
2568.237305 96.958 -17.7611
2568.603516 96.957 -17.7595
2568.969727 96.957 -17.7672
2569.335938 96.956 -17.7821
2569.702148 96.954 -17.7993
2570.068359 96.952 -17.8152
2570.434570 96.950 -17.8292
2570.800781 96.947 -17.8418
2571.166992 96.945 -17.8518
2571.533203 96.942 -17.8557
2571.899414 96.939 -17.8505
2572.265625 96.939 -17.8381
2572.631836 96.940 -17.8275
2572.998047 96.944 -17.8298
2573.364258 96.947 -17.8513
2573.730469 96.948 -17.8870
2574.096680 96.945 -17.9214
2574.462891 96.940 -17.9374
2574.829102 96.934 -17.9282
2575.195312 96.932 -17.9030
2575.561523 96.933 -17.8812
2575.927734 96.937 -17.8800
2576.293945 96.939 -17.9023
2576.660156 96.938 -17.9354
2577.026367 96.934 -17.9608
2577.392578 96.930 -17.9686
2577.758789 96.926 -17.9633
2578.125000 96.925 -17.9597
2578.491211 96.926 -17.9700
2578.857422 96.925 -17.9944
2579.223633 96.921 -18.0219
2579.589844 96.916 -18.0396
2579.956055 96.911 -18.0430
2580.322266 96.908 -18.0377
2580.688477 96.905 -18.0334
2581.054688 96.904 -18.0343
2581.420898 96.902 -18.0369
2581.787109 96.900 -18.0345
2582.153320 96.899 -18.0264
2582.519531 96.900 -18.0200
2582.885742 96.902 -18.0252
2583.251953 96.903 -18.0458
2583.618164 96.902 -18.0739
2583.984375 96.898 -18.0952
2584.350586 96.893 -18.0992
2584.716797 96.890 -18.0879
2585.083008 96.889 -18.0735
2585.449219 96.890 -18.0697
2585.815430 96.890 -18.0806
2586.181641 96.888 -18.0982
2586.547852 96.885 -18.1089
2586.914062 96.882 -18.1047
2587.280273 96.880 -18.0903
2587.646484 96.882 -18.0806
2588.012695 96.885 -18.0902
2588.378906 96.888 -18.1237
2588.745117 96.887 -18.1712
2589.111328 96.883 -18.2145
2589.477539 96.876 -18.2368
2589.843750 96.870 -18.2325
2590.209961 96.866 -18.2104
2590.576172 96.867 -18.1887
2590.942383 96.871 -18.1846
2591.308594 96.875 -18.2050
2591.674805 96.877 -18.2429
2592.041016 96.875 -18.2827
2592.407227 96.871 -18.3093
2592.773438 96.866 -18.3171
2593.139648 96.863 -18.3116
2593.505859 96.861 -18.3042
2593.872070 96.861 -18.3026
2594.238281 96.860 -18.3063
2594.604492 96.859 -18.3094
2594.970703 96.858 -18.3080
2595.336914 96.857 -18.3058
2595.703125 96.858 -18.3121
2596.069336 96.858 -18.3333
2596.435547 96.856 -18.3643
2596.801758 96.851 -18.3893
2597.167969 96.844 -18.3922
2597.534180 96.838 -18.3695
2597.900391 96.836 -18.3348
2598.266602 96.839 -18.3116
2598.632812 96.843 -18.3173
2598.999023 96.846 -18.3511
2599.365234 96.844 -18.3948
2599.731445 96.839 -18.4251
2600.097656 96.832 -18.4296
2600.463867 96.828 -18.4132
2600.830078 96.828 -18.3929
2601.196289 96.830 -18.3849
2601.562500 96.832 -18.3942
2601.928711 96.833 -18.4148
2602.294922 96.833 -18.4373
2602.661133 96.832 -18.4576
2603.027344 96.831 -18.4783
2603.393555 96.829 -18.5031
2603.759766 96.826 -18.5306
2604.125977 96.821 -18.5520
2604.492188 96.816 -18.5576
2604.858398 96.811 -18.5452
2605.224609 96.809 -18.5240
2605.590820 96.810 -18.5105
2605.957031 96.813 -18.5178
2606.323242 96.815 -18.5474
2606.689453 96.814 -18.5881
2607.055664 96.810 -18.6239
2607.421875 96.804 -18.6432
2607.788086 96.798 -18.6448
2608.154297 96.795 -18.6365
2608.520508 96.794 -18.6292
2608.886719 96.794 -18.6300
2609.252930 96.795 -18.6406
2609.619141 96.794 -18.6576
2609.985352 96.793 -18.6757
2610.351562 96.790 -18.6897
2610.717773 96.788 -18.6968
2611.083984 96.785 -18.6968
2611.450195 96.784 -18.6926
2611.816406 96.783 -18.6893
2612.182617 96.783 -18.6908
2612.548828 96.783 -18.6970
2612.915039 96.782 -18.7046
2613.281250 96.781 -18.7097
2613.647461 96.780 -18.7125
2614.013672 96.780 -18.7181
2614.379883 96.780 -18.7319
2614.746094 96.779 -18.7537
2615.112305 96.776 -18.7754
2615.478516 96.771 -18.7865
2615.844727 96.767 -18.7823
2616.210938 96.764 -18.7695
2616.577148 96.764 -18.7622
2616.943359 96.765 -18.7706
2617.309570 96.764 -18.7919
2617.675781 96.760 -18.8114
2618.041992 96.755 -18.8141
2618.408203 96.751 -18.7971
2618.774414 96.751 -18.7740
2619.140625 96.755 -18.7651
2619.506836 96.758 -18.7822
2619.873047 96.760 -18.8197
2620.239258 96.757 -18.8583
2620.605469 96.752 -18.8794
2620.971680 96.747 -18.8782
2621.337891 96.744 -18.8657
2621.704102 96.745 -18.8596
2622.070312 96.746 -18.8706
2622.436523 96.745 -18.8961
2622.802734 96.742 -18.9230
2623.168945 96.737 -18.9385
2623.535156 96.732 -18.9379
2623.901367 96.728 -18.9271
2624.267578 96.727 -18.9161
2624.633789 96.726 -18.9132
2625.000000 96.726 -18.9197
2625.366211 96.725 -18.9313
2625.732422 96.723 -18.9419
2626.098633 96.722 -18.9484
2626.464844 96.721 -18.9521
2626.831055 96.720 -18.9582
2627.197266 96.720 -18.9711
2627.563477 96.720 -18.9910
2627.929688 96.718 -19.0127
2628.295898 96.715 -19.0277
2628.662109 96.711 -19.0303
2629.028320 96.709 -19.0215
2629.394531 96.709 -19.0101
2629.760742 96.710 -19.0065
2630.126953 96.711 -19.0153
2630.493164 96.711 -19.0321
2630.859375 96.709 -19.0467
2631.225586 96.706 -19.0507
2631.591797 96.703 -19.0449
2631.958008 96.702 -19.0383
2632.324219 96.702 -19.0406
2632.690430 96.701 -19.0533
2633.056641 96.698 -19.0673
2633.422852 96.693 -19.0691
2633.789062 96.688 -19.0524
2634.155273 96.687 -19.0251
2634.521484 96.689 -19.0059
2634.887695 96.693 -19.0121
2635.253906 96.696 -19.0483
2635.620117 96.695 -19.1014
2635.986328 96.690 -19.1490
2636.352539 96.682 -19.1730
2636.718750 96.675 -19.1695
2637.084961 96.671 -19.1503
2637.451172 96.670 -19.1337
2637.817383 96.672 -19.1328
2638.183594 96.674 -19.1486
2638.549805 96.674 -19.1720
2638.916016 96.673 -19.1926
2639.282227 96.671 -19.2063
2639.648438 96.671 -19.2168
2640.014648 96.670 -19.2306
2640.380859 96.670 -19.2503
2640.747070 96.668 -19.2719
2641.113281 96.665 -19.2872
2641.479492 96.662 -19.2917
2641.845703 96.659 -19.2880
2642.211914 96.658 -19.2839
2642.578125 96.658 -19.2874
2642.944336 96.657 -19.2987
2643.310547 96.655 -19.3116
2643.676758 96.652 -19.3179
2644.042969 96.649 -19.3154
2644.409180 96.648 -19.3106
2644.775391 96.648 -19.3143
2645.141602 96.648 -19.3325
2645.507812 96.647 -19.3608
2645.874023 96.642 -19.3858
2646.240234 96.636 -19.3948
2646.606445 96.632 -19.3857
2646.972656 96.630 -19.3698
2647.338867 96.632 -19.3646
2647.705078 96.634 -19.3821
2648.071289 96.634 -19.4194
2648.437500 96.631 -19.4608
2648.803711 96.625 -19.4873
2649.169922 96.619 -19.4897
2649.536133 96.615 -19.4735
2649.902344 96.614 -19.4547
2650.268555 96.616 -19.4487
2650.634766 96.618 -19.4616
2651.000977 96.619 -19.4882
2651.367188 96.618 -19.5173
2651.733398 96.615 -19.5402
2652.099609 96.612 -19.5537
2652.465820 96.609 -19.5605
2652.832031 96.608 -19.5653
2653.198242 96.606 -19.5714
2653.564453 96.605 -19.5802
2653.930664 96.603 -19.5914
2654.296875 96.602 -19.6035
2654.663086 96.600 -19.6150
2655.029297 96.598 -19.6246
2655.395508 96.596 -19.6328
2655.761719 96.594 -19.6414
2656.127930 96.592 -19.6521
2656.494141 96.590 -19.6650
2656.860352 96.588 -19.6784
2657.226562 96.586 -19.6899
2657.592773 96.584 -19.6995
2657.958984 96.581 -19.7094
2658.325195 96.579 -19.7214
2658.691406 96.577 -19.7336
2659.057617 96.573 -19.7408
2659.423828 96.571 -19.7396
2659.790039 96.569 -19.7333
2660.156250 96.570 -19.7317
2660.522461 96.571 -19.7433
2660.888672 96.572 -19.7679
2661.254883 96.570 -19.7958
2661.621094 96.567 -19.8154
2661.987305 96.564 -19.8239
2662.353516 96.562 -19.8295
2662.719727 96.562 -19.8431
2663.085938 96.560 -19.8662
2663.452148 96.556 -19.8881
2663.818359 96.551 -19.8949
2664.184570 96.547 -19.8840
2664.550781 96.547 -19.8695
2664.916992 96.549 -19.8705
2665.283203 96.550 -19.8950
2665.649414 96.548 -19.9309
2666.015625 96.543 -19.9558
2666.381836 96.537 -19.9568
2666.748047 96.534 -19.9417
2667.114258 96.534 -19.9319
2667.480469 96.536 -19.9432
2667.846680 96.536 -19.9717
2668.212891 96.533 -19.9993
2668.579102 96.529 -20.0119
2668.945312 96.527 -20.0134
2669.311523 96.527 -20.0212
2669.677734 96.528 -20.0483
2670.043945 96.526 -20.0894
2670.410156 96.522 -20.1241
2670.776367 96.515 -20.1366
2671.142578 96.512 -20.1305
2671.508789 96.511 -20.1259
2671.875000 96.512 -20.1411
2672.241211 96.512 -20.1757
2672.607422 96.507 -20.2106
2672.973633 96.501 -20.2260
2673.339844 96.496 -20.2189
2673.706055 96.494 -20.2050
2674.072266 96.494 -20.2035
2674.438477 96.493 -20.2200
2674.804688 96.491 -20.2426
2675.170898 96.486 -20.2549
2675.537109 96.482 -20.2525
2675.903320 96.480 -20.2469
2676.269531 96.480 -20.2542
2676.635742 96.479 -20.2794
2677.001953 96.475 -20.3118
2677.368164 96.468 -20.3341
2677.734375 96.461 -20.3379
2678.100586 96.456 -20.3304
2678.466797 96.454 -20.3274
2678.833008 96.452 -20.3391
2679.199219 96.449 -20.3622
2679.565430 96.444 -20.3842
2679.931641 96.438 -20.3940
2680.297852 96.433 -20.3922
2680.664062 96.431 -20.3887
2681.030273 96.430 -20.3950
2681.396484 96.428 -20.4146
2681.762695 96.426 -20.4410
2682.128906 96.421 -20.4642
2682.495117 96.417 -20.4775
2682.861328 96.412 -20.4821
2683.227539 96.410 -20.4852
2683.593750 96.408 -20.4945
2683.959961 96.406 -20.5122
2684.326172 96.403 -20.5345
2684.692383 96.398 -20.5541
2685.058594 96.392 -20.5646
2685.424805 96.387 -20.5651
2685.791016 96.383 -20.5599
2686.157227 96.380 -20.5559
2686.523438 96.377 -20.5580
2686.889648 96.375 -20.5671
2687.255859 96.372 -20.5802
2687.622070 96.368 -20.5931
2687.988281 96.364 -20.6039
2688.354492 96.360 -20.6129
2688.720703 96.357 -20.6221
2689.086914 96.353 -20.6332
2689.453125 96.350 -20.6462
2689.819336 96.346 -20.6605
2690.185547 96.343 -20.6752
2690.551758 96.339 -20.6899
2690.917969 96.335 -20.7037
2691.284180 96.331 -20.7156
2691.650391 96.326 -20.7240
2692.016602 96.322 -20.7286
2692.382812 96.319 -20.7305
2692.749023 96.316 -20.7318
2693.115234 96.313 -20.7345
2693.481445 96.311 -20.7396
2693.847656 96.308 -20.7468
2694.213867 96.305 -20.7548
2694.580078 96.302 -20.7619
2694.946289 96.299 -20.7672
2695.312500 96.296 -20.7707
2695.678711 96.292 -20.7741
2696.044922 96.289 -20.7797
2696.411133 96.286 -20.7888
2696.777344 96.282 -20.8002
2697.143555 96.277 -20.8098
2697.509766 96.271 -20.8128
2697.875977 96.265 -20.8071
2698.242188 96.260 -20.7955
2698.608398 96.257 -20.7845
2698.974609 96.255 -20.7811
2699.340820 96.253 -20.7877
2699.707031 96.250 -20.8016
2700.073242 96.245 -20.8162
2700.439453 96.240 -20.8253
2700.805664 96.234 -20.8272
2701.171875 96.229 -20.8245
2701.538086 96.226 -20.8219
2701.904297 96.222 -20.8228
2702.270508 96.219 -20.8277
2702.636719 96.215 -20.8342
2703.002930 96.211 -20.8390
2703.369141 96.206 -20.8398
2703.735352 96.202 -20.8369
2704.101562 96.199 -20.8323
2704.467773 96.196 -20.8291
2704.833984 96.193 -20.8298
2705.200195 96.191 -20.8349
2705.566406 96.187 -20.8431
2705.932617 96.183 -20.8514
2706.298828 96.179 -20.8568
2706.665039 96.174 -20.8570
2707.031250 96.169 -20.8521
2707.397461 96.165 -20.8445
2707.763672 96.162 -20.8387
2708.129883 96.159 -20.8384
2708.496094 96.155 -20.8442
2708.862305 96.151 -20.8519
2709.228516 96.145 -20.8542
2709.594727 96.139 -20.8452
2709.960938 96.134 -20.8247
2710.327148 96.131 -20.8012
2710.693359 96.131 -20.7870
2711.059570 96.131 -20.7911
2711.425781 96.130 -20.8118
2711.791992 96.126 -20.8368
2712.158203 96.119 -20.8501
2712.524414 96.112 -20.8420
2712.890625 96.106 -20.8159
2713.256836 96.105 -20.7864
2713.623047 96.106 -20.7701
2713.989258 96.107 -20.7760
2714.355469 96.107 -20.8002
2714.721680 96.104 -20.8296
2715.087891 96.098 -20.8497
2715.454102 96.091 -20.8517
2715.820312 96.084 -20.8361
2716.186523 96.080 -20.8111
2716.552734 96.078 -20.7880
2716.918945 96.078 -20.7759
2717.285156 96.077 -20.7782
2717.651367 96.075 -20.7904
2718.017578 96.070 -20.8022
2718.383789 96.063 -20.8024
2718.750000 96.056 -20.7838
2719.116211 96.050 -20.7487
2719.482422 96.047 -20.7077
2719.848633 96.047 -20.6749
2720.214844 96.048 -20.6598
2720.581055 96.048 -20.6625
2720.947266 96.047 -20.6749
2721.313477 96.043 -20.6855
2721.679688 96.037 -20.6870
2722.045898 96.033 -20.6791
2722.412109 96.029 -20.6674
2722.778320 96.026 -20.6583
2723.144531 96.023 -20.6546
2723.510742 96.020 -20.6541
2723.876953 96.016 -20.6523
2724.243164 96.013 -20.6463
2724.609375 96.010 -20.6373
2724.975586 96.008 -20.6295
2725.341797 96.006 -20.6265
2725.708008 96.004 -20.6286
2726.074219 96.002 -20.6323
2726.440430 95.999 -20.6335
2726.806641 95.996 -20.6307
2727.172852 95.993 -20.6262
2727.539062 95.991 -20.6235
2727.905273 95.988 -20.6234
2728.271484 95.985 -20.6223
2728.637695 95.981 -20.6150
2729.003906 95.976 -20.5986
2729.370117 95.973 -20.5757
2729.736328 95.971 -20.5536
2730.102539 95.971 -20.5386
2730.468750 95.969 -20.5321
2730.834961 95.967 -20.5305
2731.201172 95.964 -20.5282
2731.567383 95.961 -20.5230
2731.933594 95.958 -20.5168
2732.299805 95.954 -20.5132
2732.666016 95.951 -20.5131
2733.032227 95.947 -20.5138
2733.398438 95.942 -20.5114
2733.764648 95.937 -20.5041
2734.130859 95.933 -20.4938
2734.497070 95.930 -20.4838
2734.863281 95.926 -20.4753
2735.229492 95.923 -20.4669
2735.595703 95.920 -20.4563
2735.961914 95.919 -20.4445
2736.328125 95.918 -20.4359
2736.694336 95.918 -20.4354
2737.060547 95.917 -20.4437
2737.426758 95.915 -20.4553
2737.792969 95.911 -20.4622
2738.159180 95.907 -20.4594
2738.525391 95.904 -20.4487
2738.891602 95.902 -20.4367
2739.257812 95.900 -20.4286
2739.624023 95.897 -20.4235
2739.990234 95.893 -20.4135
2740.356445 95.889 -20.3911
2740.722656 95.886 -20.3557
2741.088867 95.886 -20.3171
2741.455078 95.889 -20.2912
2741.821289 95.892 -20.2902
2742.187500 95.894 -20.3134
2742.553711 95.891 -20.3461
2742.919922 95.883 -20.3663
2743.286133 95.874 -20.3579
2743.652344 95.866 -20.3198
2744.018555 95.863 -20.2681
2744.384766 95.865 -20.2266
2744.750977 95.868 -20.2126
2745.117188 95.870 -20.2274
2745.483398 95.869 -20.2565
2745.849609 95.864 -20.2792
2746.215820 95.857 -20.2825
2746.582031 95.852 -20.2665
2746.948242 95.848 -20.2424
2747.314453 95.847 -20.2224
2747.680664 95.846 -20.2114
2748.046875 95.846 -20.2062
2748.413086 95.844 -20.2018
2748.779297 95.844 -20.1973
2749.145508 95.843 -20.1974
2749.511719 95.843 -20.2064
2749.877930 95.841 -20.2216
2750.244141 95.837 -20.2324
2750.610352 95.831 -20.2272
2750.976562 95.826 -20.2027
2751.342773 95.824 -20.1683
2751.708984 95.826 -20.1407
2752.075195 95.829 -20.1335
2752.441406 95.831 -20.1476
2752.807617 95.830 -20.1715
2753.173828 95.826 -20.1893
2753.540039 95.821 -20.1907
2753.906250 95.816 -20.1763
2754.272461 95.813 -20.1545
2754.638672 95.812 -20.1347
2755.004883 95.812 -20.1218
2755.371094 95.812 -20.1151
2755.737305 95.811 -20.1115
2756.103516 95.810 -20.1082
2756.469727 95.809 -20.1047
2756.835938 95.808 -20.1017
2757.202148 95.807 -20.0997
2757.568359 95.806 -20.0992
2757.934570 95.804 -20.0996
2758.300781 95.802 -20.0996
2758.666992 95.799 -20.0968
2759.033203 95.796 -20.0882
2759.399414 95.793 -20.0725
2759.765625 95.791 -20.0515
2760.131836 95.790 -20.0302
2760.498047 95.790 -20.0142
2760.864258 95.789 -20.0059
2761.230469 95.788 -20.0025
2761.596680 95.787 -19.9982
2761.962891 95.784 -19.9882
2762.329102 95.782 -19.9725
2762.695312 95.781 -19.9564
2763.061523 95.782 -19.9465
2763.427734 95.782 -19.9470
2763.793945 95.781 -19.9557
2764.160156 95.779 -19.9661
2764.526367 95.775 -19.9713
2764.892578 95.772 -19.9680
2765.258789 95.769 -19.9587
2765.625000 95.767 -19.9504
2765.991211 95.767 -19.9500
2766.357422 95.766 -19.9597
2766.723633 95.764 -19.9755
2767.089844 95.760 -19.9886
2767.456055 95.756 -19.9922
2767.822266 95.752 -19.9850
2768.188477 95.750 -19.9733
2768.554688 95.749 -19.9665
2768.920898 95.749 -19.9704
2769.287109 95.747 -19.9827
2769.653320 95.744 -19.9948
2770.019531 95.740 -19.9977
2770.385742 95.736 -19.9883
2770.751953 95.734 -19.9714
2771.118164 95.733 -19.9550
2771.484375 95.732 -19.9440
2771.850586 95.732 -19.9381
2772.216797 95.730 -19.9329
2772.583008 95.729 -19.9247
2772.949219 95.728 -19.9135
2773.315430 95.727 -19.9018
2773.681641 95.727 -19.8916
2774.047852 95.726 -19.8822
2774.414062 95.725 -19.8719
2774.780273 95.725 -19.8617
2775.146484 95.726 -19.8551
2775.512695 95.726 -19.8563
2775.878906 95.726 -19.8647
2776.245117 95.723 -19.8738
2776.611328 95.719 -19.8746
2776.977539 95.716 -19.8625
2777.343750 95.714 -19.8412
2777.709961 95.713 -19.8214
2778.076172 95.715 -19.8134
2778.442383 95.716 -19.8206
2778.808594 95.715 -19.8370
2779.174805 95.713 -19.8521
2779.541016 95.709 -19.8568
2779.907227 95.705 -19.8499
2780.273438 95.703 -19.8368
2780.639648 95.702 -19.8264
2781.005859 95.703 -19.8253
