53.01	86.77
53.39	86.82
53.78	86.87
54.17	86.95
54.56	86.97
54.96	87.07
55.36	87.07
55.76	87.17
56.16	87.19
56.57	87.22
56.98	87.17
57.39	87.07
57.81	86.98
58.23	86.94
58.65	82.77
59.07	86.78
59.50	81.11
59.93	86.66
60.37	86.58
60.80	86.51
61.24	82.89
61.69	86.14
62.14	86.57
62.59	86.67
63.04	86.67
63.50	86.77
63.96	86.80
64.42	86.87
64.89	86.94
65.36	86.97
65.83	87.07
66.31	87.07
66.79	87.07
67.27	87.07
67.76	87.07
68.25	87.09
68.74	87.12
69.24	87.12
69.74	87.17
70.25	87.17
70.76	87.17
71.27	87.17
71.79	87.12
72.31	87.12
72.83	87.09
73.36	87.07
73.89	87.07
74.43	87.07
74.97	87.07
75.51	87.07
76.06	86.97
76.61	86.95
77.16	86.87
77.72	86.87
78.29	82.57
78.85	86.77
79.42	83.52
80.00	86.67
80.58	86.63
81.16	86.57
81.75	83.23
82.34	85.94
82.94	86.54
83.54	86.48
84.15	86.48
84.76	86.48
85.37	86.48
85.99	86.48
86.61	86.48
87.24	86.48
87.87	86.48
88.51	86.48
89.15	86.48
89.80	86.47
90.45	86.38
91.10	86.38
91.76	86.28
92.43	86.28
93.10	86.24
93.77	86.18
94.45	86.18
95.14	86.25
95.83	86.29
96.52	86.38
97.22	86.42
97.92	86.48
98.63	86.56
99.35	86.57
100.07	86.52
100.79	74.89
101.52	86.48
102.26	86.48
103.00	86.48
103.75	80.00
104.50	86.47
105.26	86.43
106.02	86.38
106.79	86.38
107.56	86.38
108.34	86.38
109.13	86.28
109.92	86.28
110.71	86.18
111.52	86.15
112.32	86.08
113.14	86.08
113.96	86.02
114.78	85.98
115.61	85.98
116.45	85.92
117.30	85.88
118.15	85.88
119.00	85.88
119.86	85.89
120.73	85.93
121.61	85.95
122.49	85.98
123.38	85.91
124.27	85.88
125.17	85.88
126.08	85.79
126.99	85.79
127.91	85.79
128.84	85.87
129.77	85.88
130.71	85.90
131.66	85.98
132.61	85.94
133.58	85.88
134.54	85.88
135.52	85.79
136.50	85.79
137.49	85.79
138.49	85.79
139.49	85.79
140.50	85.79
141.52	85.79
142.54	85.79
143.58	85.79
144.62	85.79
145.67	85.79
146.72	85.70
147.78	85.69
148.85	85.66
149.93	85.59
151.02	85.59
152.11	85.59
153.22	85.59
154.33	85.59
155.45	85.57
156.57	85.49
157.71	85.41
158.85	85.36
160.00	85.29
161.16	85.29
162.33	85.31
163.50	85.34
164.69	85.39
165.88	85.37
167.08	85.29
168.29	85.29
169.51	85.29
170.74	85.24
171.98	85.19
173.23	85.19
174.48	85.19
175.75	85.12
177.02	85.10
178.30	85.00
179.59	85.00
180.90	85.00
182.21	85.00
183.53	85.00
184.86	84.97
186.20	84.90
187.55	84.90
188.90	84.87
190.27	84.75
191.65	84.67
193.04	84.60
194.44	84.60
195.85	84.60
197.27	84.60
198.70	84.54
200.14	84.46
201.59	77.75
203.05	84.39
204.52	84.31
206.00	84.31
207.49	81.45
209.00	83.77
210.51	84.15
212.04	84.10
213.57	84.01
215.12	83.95
216.68	83.91
218.25	83.86
219.83	83.82
221.43	83.80
223.03	83.72
224.65	83.65
226.27	83.62
227.91	83.62
229.57	83.62
231.23	83.62
232.90	83.52
234.59	83.52
236.29	83.45
238.00	83.41
239.73	83.32
241.47	83.25
243.22	83.21
244.98	83.13
246.75	83.08
248.54	83.03
250.34	83.03
252.16	83.03
253.98	83.03
255.82	82.99
257.68	82.93
259.55	82.93
261.43	82.84
263.32	82.83
265.23	82.81
267.15	82.73
269.09	82.73
271.04	82.73
273.00	82.73
274.98	82.73
276.97	82.73
278.98	82.73
281.00	82.63
283.04	82.63
285.09	82.63
287.15	82.63
289.23	82.63
291.33	82.63
293.44	81.00
295.57	82.63
297.71	82.63
299.87	82.53
302.04	78.74
304.23	82.53
306.43	82.53
308.65	82.53
310.89	81.98
313.14	79.61
315.41	82.63
317.70	82.64
320.00	82.73
322.32	82.69
324.65	82.63
327.01	82.63
329.38	82.63
331.76	82.63
334.17	82.71
336.59	82.68
339.03	82.63
341.48	82.63
343.96	82.73
346.45	82.73
348.96	82.73
351.49	82.73
354.04	82.73
356.60	82.73
359.19	82.73
361.79	82.75
364.41	82.83
367.05	82.83
369.71	82.84
372.39	82.92
375.09	83.01
377.81	83.09
380.55	83.22
383.30	83.22
386.08	81.92
388.88	68.37
391.70	77.55
394.54	81.85
397.39	83.44
400.27	91.96
403.17	79.84
406.10	78.52
409.04	86.88
412.00	83.58
414.99	95.58
418.00	80.26
421.02	83.48
424.08	83.42
427.15	83.42
430.24	81.34
433.36	83.42
436.50	83.42
439.67	83.52
442.85	69.63
446.06	83.52
449.29	82.19
452.55	83.62
455.83	79.53
459.13	83.72
462.46	83.72
465.81	83.72
469.18	81.17
472.58	84.64
476.01	84.63
479.46	83.91
482.93	83.93
486.43	84.01
489.96	84.07
493.51	84.13
497.08	84.21
500.69	84.34
504.31	81.64
507.97	83.55
511.65	84.56
515.36	80.67
519.09	84.70
522.85	80.26
526.64	79.07
530.46	84.80
534.30	84.90
538.17	85.00
542.07	85.09
546.00	85.16
549.96	85.19
553.94	85.20
557.96	85.29
562.00	85.39
566.07	85.49
570.18	85.56
574.31	85.66
578.47	81.49
582.66	85.86
586.88	82.19
591.14	85.99
595.42	86.08
599.73	86.10
604.08	85.06
608.46	83.89
612.87	86.35
617.31	86.48
621.78	86.48
626.29	80.87
630.82	86.63
635.40	86.75
640.00	86.82
644.64	86.89
649.31	86.97
654.01	87.02
658.75	87.13
663.53	87.21
668.34	87.32
673.18	87.36
678.06	87.45
682.97	87.52
687.92	87.56
692.90	87.65
697.92	87.66
702.98	87.76
708.08	87.85
713.21	87.86
718.38	87.95
723.58	87.95
728.82	88.05
734.11	88.08
739.43	88.15
744.78	88.23
750.18	88.32
755.62	88.40
761.09	88.46
766.61	88.61
772.16	83.94
777.76	88.81
783.39	86.92
789.07	88.99
794.79	89.06
800.55	89.18
806.35	88.26
812.19	86.47
818.08	89.33
824.01	89.33
829.98	89.21
835.99	83.37
842.05	88.98
848.15	88.85
854.30	88.72
860.49	88.58
866.72	88.50
873.00	88.42
879.33	88.34
885.70	88.26
892.12	88.25
898.59	88.25
905.10	88.21
911.66	88.15
918.26	88.15
924.92	88.15
931.62	88.18
938.37	88.26
945.17	88.34
952.02	88.38
958.92	88.51
965.87	88.59
972.86	88.72
979.91	88.82
987.01	88.94
994.17	89.05
1001.37	89.12
1008.63	89.28
1015.94	83.02
1023.30	89.45
1030.71	89.53
1038.18	89.61
1045.71	89.70
1053.28	89.78
1060.92	89.86
1068.60	89.94
1076.35	90.03
1084.15	90.11
1092.00	90.21
1099.92	90.28
1107.89	90.41
1115.92	90.51
1124.00	90.58
1132.15	90.70
1140.35	90.81
1148.61	90.92
1156.94	91.04
1165.32	91.13
1173.77	91.21
1182.27	91.30
1190.84	91.33
1199.47	91.40
1208.16	91.40
1216.91	91.48
1225.73	91.56
1234.61	91.64
1243.56	91.75
1252.57	91.98
1261.65	92.18
1270.79	92.40
1280.00	92.56
1289.28	92.73
1298.62	92.81
1308.03	92.88
1317.51	92.93
1327.05	92.98
1336.67	93.04
1346.36	93.08
1356.11	93.05
1365.94	92.91
1375.84	92.78
1385.81	92.58
1395.85	92.35
1405.96	92.19
1416.15	91.89
1426.42	91.78
1436.75	91.70
1447.16	91.73
1457.65	91.82
1468.21	91.95
1478.85	92.08
1489.57	92.11
1500.36	92.19
1511.23	92.23
1522.19	92.34
1533.22	92.44
1544.33	92.52
1555.52	92.61
1566.79	92.68
1578.14	92.68
1589.58	92.76
1601.10	92.79
1612.70	92.87
1624.39	92.88
1636.16	92.94
1648.01	92.98
1659.95	93.01
1671.98	93.08
1684.10	93.08
1696.30	93.08
1708.60	93.09
1720.98	93.17
1733.45	93.18
1746.01	93.24
1758.66	93.27
1771.40	93.27
1784.24	93.34
1797.17	93.37
1810.19	93.37
1823.31	93.37
1836.52	93.37
1849.83	93.37
1863.24	93.39
1876.74	93.47
1890.34	93.59
1904.04	93.69
1917.83	93.72
1931.73	93.63
1945.73	93.44
1959.83	93.27
1974.03	93.11
1988.33	93.00
2002.74	93.08
2017.26	93.20
2031.87	81.02
2046.60	93.48
2061.43	93.60
2076.37	93.69
2091.41	93.77
2106.57	93.86
2121.83	93.96
2137.21	94.07
2152.69	94.15
2168.29	94.26
2184.01	94.42
2199.83	94.50
2215.77	94.63
2231.83	94.65
2248.00	94.65
2264.29	94.65
2280.70	94.71
2297.23	94.75
2313.87	94.75
2330.64	94.81
2347.53	94.90
2364.54	95.13
2381.68	95.37
2398.93	95.53
2416.32	95.77
2433.83	95.90
2451.46	95.93
2469.23	95.93
2487.12	96.00
2505.14	96.03
2523.30	96.00
2541.58	95.87
2560.00	95.79
2578.55	95.67
2597.24	95.49
2616.06	95.29
2635.01	95.18
2654.11	95.12
2673.34	95.25
2692.71	95.33
2712.23	95.34
2731.88	95.35
2751.68	95.43
2771.62	95.44
2791.70	95.38
2811.93	95.26
2832.31	95.17
2852.83	95.09
2873.50	94.92
2894.33	94.85
2915.30	94.84
2936.42	94.76
2957.70	94.65
2979.14	93.45
3000.72	93.51
3022.47	94.65
3044.37	76.83
3066.43	94.38
3088.65	94.23
3111.03	94.06
3133.58	93.47
3156.28	93.30
3179.16	93.11
3202.19	92.61
3225.40	92.61
3248.77	92.56
3272.31	92.39
3296.02	92.26
3319.91	92.11
3343.97	91.95
3368.20	91.75
3392.61	91.46
3417.19	91.30
